cand id	bleu	R1f	R1p	R1r	R2f	R2p	R2r	RLf	RLp	RLr	glove_wms	glove_sms	glove_s+wms	elmo_wms	elmo_sms	elmo_s+wms	bert_wms	bert_sms	bert_s+wms	bertscore-p	bertscore-r	bertscore-f1	SentBERT	score
420	0	0.271999995	0.232876712	0.326923077	0.113821133	0.097222222	0.137254902	0.326923072	0.293103448	0.369565217	0.011590416	0.085272169	0.031457206	1.92E-07	0.000395964	8.73E-06	6.66E-06	0.00052404	5.92E-05	0.8519449	0.88109124	0.866273	5.76E-10	0
421	0.005178341	0.405405401	0.322580645	0.545454545	0.191780817	0.152173913	0.259259259	0.36507936	0.298701299	0.469387755	0.010739765	0.139106731	0.038652299	1.46E-07	0.000536487	8.85E-06	5.52E-06	0.001057532	7.64E-05	0.84437114	0.877464	0.8605996	9.95E-09	0.5
422	0.011512021	0.11940298	0.095238095	0.16	0	0	0	0.122448975	0.12	0.125	0.002710906	0.032137805	0.011818306	1.20E-08	4.05E-05	8.56E-07	1.62E-07	3.00E-05	2.37E-06	0.847156	0.83991086	0.8435179	4.84E-12	-0.5
423	0	0.436363631	0.393442623	0.489795918	0.259259254	0.233333333	0.291666667	0.46315789	0.44	0.488888889	0.021140271	0.113711974	0.049119906	6.06E-07	0.000555338	1.83E-05	8.39E-06	0.001040844	9.38E-05	0.8946253	0.8998393	0.8972247	6.10E-09	1
424	0.013436925	0.311475405	0.275362319	0.358490566	0.133333328	0.117647059	0.153846154	0.333333328	0.293103448	0.386363636	0.012883774	0.077661429	0.031661423	1.33E-07	0.000352255	6.84E-06	3.50E-07	0.000139806	7.00E-06	0.8658836	0.87618506	0.87100387	5.32E-10	0.5
425	0.00936438	0.483870963	0.576923077	0.416666667	0.327868848	0.392156863	0.281690141	0.519999995	0.604651163	0.456140351	0.02207476	0.127981497	0.053152236	1.37E-06	0.00143125	4.43E-05	5.42E-06	0.001007654	7.39E-05	0.90000564	0.88982975	0.89488876	1.42E-08	-0.5
426	0.01169742	0.291970798	0.256410256	0.338983051	0.01481481	0.012987013	0.017241379	0.243478256	0.21875	0.274509804	0.010535209	0.122009858	0.035852475	5.81E-08	0.000448625	5.11E-06	8.26E-07	0.000318849	1.62E-05	0.8405985	0.84777534	0.8441717	9.88E-10	0.5
427	0.006718463	0.277777773	0.217391304	0.384615385	0.01886792	0.014705882	0.026315789	0.234042548	0.189655172	0.305555556	0.0059798	0.105287032	0.025779425	3.88E-08	0.000167839	2.60E-06	1.01E-06	0.00046984	2.19E-05	0.83617806	0.8470864	0.8415969	2.58E-10	0
428	0.023024043	0.34146341	0.35	0.333333333	0.074999995	0.076923077	0.073170732	0.257142852	0.264705882	0.25	0.002739571	0.042541855	0.010795669	3.19E-08	6.36E-05	1.43E-06	5.35E-07	0.000161488	9.29E-06	0.8751036	0.85960513	0.8672851	1.73E-10	1
429	0.008991621	0.473684206	0.519230769	0.435483871	0.392857138	0.431372549	0.360655738	0.459999995	0.5	0.425925926	0.02924151	0.19215443	0.075055058	1.34E-05	0.004110088	0.000235009	0.000145269	0.005434902	0.000888551	0.90549904	0.8800388	0.8925874	9.43E-08	0.5
430	0.007756598	0.387755097	0.322033898	0.487179487	0.249999995	0.206896552	0.315789474	0.376470583	0.31372549	0.470588235	0.008656272	0.066415526	0.02405021	1.72E-07	0.000258135	6.66E-06	1.34E-06	0.000190221	1.60E-05	0.8658267	0.8899057	0.8777011	2.54E-09	0.5
431	0.01304883	0.399999995	0.323943662	0.522727273	0.123893801	0.1	0.162790698	0.333333328	0.288461538	0.394736842	0.040415983	0.144571693	0.076531117	4.96E-07	0.000783859	1.97E-05	1.07E-05	0.001025924	0.000104823	0.8863375	0.9254487	0.905471	6.55E-09	1
432	0.008328571	0.333333328	0.327272727	0.339622642	0.056603769	0.055555556	0.057692308	0.247422675	0.244897959	0.25	0.010341065	0.100087034	0.032183681	1.95E-07	0.000490987	9.80E-06	1.01E-06	0.000360115	1.91E-05	0.8639897	0.8771522	0.8705212	2.27E-10	1
433	0.008032414	0.320754712	0.298245614	0.346938776	0.076923072	0.071428571	0.083333333	0.333333328	0.301886792	0.372093023	0.013411028	0.10075353	0.036898368	4.53E-07	0.000512299	1.52E-05	1.10E-06	0.000369592	2.02E-05	0.87754285	0.87126243	0.8743914	1.53E-09	1
434	0.017294808	0.120481923	0.090909091	0.178571429	0	0	0	0.11940298	0.1	0.148148148	0.002166594	0.040724949	0.009393319	8.96E-09	4.89E-05	6.61E-07	3.20E-07	0.000122018	6.25E-06	0.8417522	0.85249025	0.84708714	7.91E-11	0.5
435	0	0.212765952	0.217391304	0.208333333	0.021739125	0.022222222	0.021276596	0.2368421	0.25	0.225	0.002932037	0.078886694	0.015208516	1.26E-08	0.000146213	1.36E-06	7.96E-07	0.000843731	2.59E-05	0.82895255	0.87016124	0.84905714	1.13E-10	1
436	0.020894277	0.280373827	0.340909091	0.238095238	0.038095233	0.046511628	0.032258065	0.252873558	0.314285714	0.211538462	0.003857467	0.039284027	0.012432395	1.41E-08	4.48E-05	7.97E-07	1.45E-07	5.83E-05	2.91E-06	0.85400736	0.8450176	0.84948874	3.73E-10	0.5
437	0.027522646	0.266666662	0.24	0.3	0.068181813	0.06122449	0.076923077	0.273972598	0.238095238	0.322580645	0.008856995	0.086928889	0.027747593	2.07E-07	0.000355631	8.58E-06	1.46E-06	0.000590051	2.94E-05	0.8515939	0.8703951	0.86089194	5.03E-10	0.5
438	0.011850837	0.382978718	0.3375	0.442622951	0.129496398	0.113924051	0.15	0.383333328	0.343283582	0.433962264	0.010705156	0.08677487	0.03047849	1.33E-07	0.000207032	5.25E-06	9.68E-07	0.000193768	1.38E-05	0.8474419	0.879794	0.8633149	2.94E-10	0
439	0.010476765	0.274999995	0.252873563	0.301369863	0.113924046	0.104651163	0.125	0.285714281	0.263888889	0.31147541	0.005682677	0.069784323	0.019915981	7.19E-08	0.00016542	3.48E-06	7.54E-07	0.000225533	1.32E-05	0.85268515	0.84825844	0.850466	7.17E-10	0
440	0.015784194	0.231884053	0.266666667	0.205128205	0.058823524	0.06779661	0.051948052	0.222222217	0.255319149	0.196721311	0.002646926	0.065764136	0.013193669	8.48E-09	6.82E-05	7.61E-07	2.38E-07	0.000109416	5.11E-06	0.82166135	0.8183156	0.81998503	2.19E-10	0
441	0.005925418	0.437499995	0.358974359	0.56	0.253968249	0.207792208	0.326530612	0.428571424	0.352941176	0.545454545	0.018932233	0.099051706	0.046123698	4.17E-07	0.000408663	1.47E-05	4.08E-06	0.000248955	3.39E-05	0.88024735	0.91738284	0.8984315	4.79E-10	0
442	0.007499095	0.314606738	0.21875	0.56	0.022988502	0.015873016	0.041666667	0.243243239	0.18	0.375	0.00828447	0.048541843	0.020831793	4.33E-08	0.000124375	2.42E-06	6.35E-07	8.58E-05	7.90E-06	0.8235595	0.87609607	0.8490159	1.19E-10	0
443	0.005701101	0.231578945	0.135802469	0.785714286	0.150537632	0.0875	0.538461538	0.29333333	0.180327869	0.785714286	0.004070439	0.05480985	0.015013431	6.49E-08	0.000410071	5.16E-06	8.06E-07	0.001010061	2.85E-05	0.82860637	0.9241434	0.8737712	6.38E-10	0
444	0.024929917	0.289473679	0.282051282	0.297297297	0.081081076	0.078947368	0.083333333	0.233333328	0.24137931	0.225806452	0.011730804	0.085315809	0.031675097	3.88E-08	0.000160081	2.49E-06	1.88E-06	0.000772528	3.81E-05	0.8263831	0.84591115	0.8360331	1.07E-08	-1
445	0.014286756	0.44444444	0.393939394	0.509803922	0.13913043	0.123076923	0.16	0.378947364	0.327272727	0.45	0.014803275	0.126548082	0.04362188	4.50E-07	0.000675406	1.74E-05	5.67E-06	0.001228119	8.35E-05	0.8591097	0.90588105	0.88187563	7.17E-09	0
446	0.00737665	0.285714281	0.238095238	0.357142857	0.058252422	0.048387097	0.073170732	0.279069763	0.24	0.333333333	0.007599151	0.07645853	0.024116794	5.67E-08	0.000121344	2.62E-06	1.19E-06	0.00028684	1.85E-05	0.83737135	0.87472266	0.8556396	1.59E-10	-1
447	0.021388902	0.216867465	0.209302326	0.225	0.049382711	0.047619048	0.051282051	0.235294113	0.4	0.166666667	0.003237296	0.073974831	0.015475088	3.22E-08	0.000104829	1.84E-06	7.11E-07	0.000304749	1.47E-05	0.87346685	0.8325825	0.8525348	6.15E-10	-0.5
448	0.010599665	0.226415091	0.139534884	0.6	0.134615382	0.082352941	0.368421053	0.265060238	0.169230769	0.611111111	0.004557956	0.053671988	0.015714611	4.01E-08	5.43E-05	1.47E-06	4.61E-07	8.49E-05	6.28E-06	0.8294352	0.88938504	0.85836464	2.32E-10	-1
449	0.016969987	0.144329892	0.122807018	0.175	0.042105258	0.035714286	0.051282051	0.189189184	0.175	0.205882353	0.003375611	0.061873335	0.014455228	5.27E-08	0.000127168	2.58E-06	5.50E-07	0.000162525	9.45E-06	0.8408821	0.81115156	0.8257493	2.98E-11	-1
450	0.016479445	0.407894732	0.344444444	0.5	0.159999995	0.134831461	0.196721311	0.424242419	0.363636364	0.509090909	0.010649051	0.099194613	0.032501212	1.09E-07	0.000209233	4.78E-06	8.06E-07	0.000317544	1.60E-05	0.8241657	0.8780119	0.85023713	1.69E-09	-0.5
451	0	0.243902434	0.202702703	0.306122449	0.082644623	0.068493151	0.104166667	0.235294113	0.203389831	0.279069767	0.006080387	0.069374675	0.020539968	4.23E-08	0.000125693	2.31E-06	7.40E-07	0.000169217	1.12E-05	0.8331364	0.8456621	0.83935255	1.27E-10	0.5
452	0	0.117647054	0.15	0.096774194	0	0	0	0.12307692	0.4	0.072727273	0.000881588	0.033910249	0.005467622	3.19E-09	2.71E-05	2.96E-07	9.27E-08	7.00E-05	2.55E-06	0.8308925	0.8036343	0.81703615	1.47E-10	-1
453	0.025637324	0.270833329	0.342105263	0.224137931	0.042553187	0.054054054	0.035087719	0.258064511	0.324324324	0.214285714	0.010640574	0.073318122	0.027996001	8.35E-08	0.000184906	3.92E-06	1.54E-06	0.000232342	1.90E-05	0.8464833	0.85395926	0.8502048	8.94E-10	-0.5
454	0.014011439	0.205128201	0.342857143	0.146341463	0.086956518	0.147058824	0.061728395	0.194174753	0.303030303	0.142857143	0.003349801	0.053228985	0.013406942	1.43E-08	7.69E-05	1.06E-06	3.81E-07	0.000159727	7.83E-06	0.8534667	0.85040677	0.851934	9.69E-11	1
455	0.025637324	0.187499995	0.230769231	0.157894737	0.021276591	0.026315789	0.017857143	0.181818177	0.233333333	0.14893617	0.004608815	0.064097695	0.017187615	5.11E-08	0.00032551	4.08E-06	4.55E-07	0.000185157	9.19E-06	0.8432456	0.8394237	0.8413303	1.80E-09	-0.5
456	0.029955944	0.333333329	0.239130435	0.55	0.124999996	0.088888889	0.210526316	0.363636359	0.277777778	0.526315789	0.00783905	0.090339475	0.026611567	1.33E-07	0.000264613	5.93E-06	2.78E-06	0.000735559	4.53E-05	0.8875244	0.9100046	0.898624	3.04E-09	0
457	0.005701101	0.461538457	0.45	0.473684211	0.220779216	0.215189873	0.226666667	0.412698408	0.4	0.426229508	0.019987977	0.138267364	0.052570744	6.01E-07	0.000741594	2.11E-05	5.55E-06	0.00117305	8.07E-05	0.8752741	0.8446405	0.85968447	5.54E-09	0.5
458	0	0.170731702	0.155555556	0.189189189	0	0	0	0.21538461	0.24137931	0.194444444	0.004073928	0.047845408	0.013978884	2.00E-08	2.89E-05	7.63E-07	2.33E-07	4.59E-05	3.33E-06	0.7970337	0.85442466	0.82473195	3.19E-11	0
459	0.010476765	0.209876538	0.188888889	0.236111111	0.024999995	0.02247191	0.028169014	0.204724404	0.206349206	0.203125	0.003378682	0.064557755	0.014827584	2.61E-08	0.00015903	2.04E-06	3.67E-07	0.000163211	7.74E-06	0.8301569	0.8266381	0.8283938	8.30E-11	0
460	0.005427161	0.387596895	0.277777778	0.641025641	0.188976374	0.134831461	0.315789474	0.408163261	0.298507463	0.64516129	0.016551401	0.08216228	0.037290507	2.10E-07	0.000214572	6.73E-06	6.12E-06	0.000955362	7.82E-05	0.86399233	0.90977937	0.88629484	1.32E-08	0
461	0.020894277	0.210526311	0.177777778	0.258064516	0.081081076	0.068181818	0.1	0.222222217	0.2	0.25	0.005090085	0.066864446	0.018448458	1.45E-08	5.39E-05	8.85E-07	8.15E-07	0.000249198	1.45E-05	0.8644682	0.8638407	0.86415434	4.64E-10	1
462	0.010725482	0.243902435	0.170454545	0.428571429	0.033057847	0.022988506	0.058823529	0.18947368	0.136363636	0.310344828	0.003663996	0.066627892	0.015671366	5.18E-08	0.000212594	3.32E-06	4.53E-07	0.0001259	7.63E-06	0.8398895	0.8728073	0.85603213	7.49E-11	0.5
463	0.008647404	0.192982451	0.20754717	0.180327869	0.035714281	0.038461538	0.033333333	0.213592228	0.22	0.20754717	0.00374024	0.060576586	0.015055534	5.19E-08	0.000213028	3.33E-06	2.24E-07	7.10E-05	3.99E-06	0.85386693	0.84773874	0.8507918	1.10E-10	0
464	0.010986296	0.178861785	0.122222222	0.333333333	0.016528922	0.011235955	0.03125	0.202020198	0.147058824	0.322580645	0.003324084	0.068007127	0.015035339	7.31E-09	0.000106178	8.81E-07	3.44E-07	0.000124746	6.59E-06	0.819845	0.87352353	0.8458335	6.26E-10	0
465	0	0.265306117	0.265306122	0.265306122	0.020833328	0.020833333	0.020833333	0.234042548	0.239130435	0.229166667	0.007965019	0.075976908	0.024599944	5.89E-08	0.000164071	3.11E-06	1.36E-06	0.000230495	1.78E-05	0.86846524	0.87742877	0.87292403	3.06E-09	0.5
466	0	0.108108103	0.102564103	0.114285714	0	0	0	0.090909087	0.142857143	0.066666667	0.001246894	0.031438492	0.006331871	3.84E-09	1.26E-05	2.20E-07	1.67E-07	5.83E-05	3.12E-06	0.82251984	0.80529904	0.8138184	7.48E-12	-0.5
467	0	0.282608691	0.240740741	0.342105263	0.155555551	0.132075472	0.189189189	0.317460312	0.322580645	0.3125	0.014643801	0.083181339	0.034937379	4.29E-07	0.000299149	1.13E-05	2.11E-06	0.000235818	2.23E-05	0.8239781	0.8790122	0.85060596	2.18E-09	1
468	0.017632308	0.262626258	0.232142857	0.302325581	0.082474222	0.072727273	0.095238095	0.281690136	0.3125	0.256410256	0.00501478	0.066894535	0.018315595	6.51E-08	0.000107399	2.64E-06	8.05E-07	0.000218577	1.33E-05	0.81166065	0.8464166	0.8286743	2.09E-10	-0.5
469	0.009562595	0.295081962	0.375	0.243243243	0.099999995	0.127659574	0.082191781	0.301886788	0.355555556	0.262295082	0.012901061	0.124916372	0.040146033	6.30E-08	0.000312513	4.44E-06	1.45E-06	0.000617923	3.00E-05	0.8830855	0.87610346	0.8795806	3.34E-08	1
470	0.026386055	0.299999995	0.342857143	0.266666667	0.025641021	0.029411765	0.022727273	0.253968249	0.32	0.210526316	0.012451296	0.080658244	0.031718679	1.13E-07	0.000169465	4.40E-06	2.39E-06	0.000424919	3.19E-05	0.8408595	0.8754015	0.8577829	1.23E-09	0.5
471	0.007143378	0.446601937	0.343283582	0.638888889	0.277227718	0.212121212	0.4	0.494117642	0.388888889	0.677419355	0.02885772	0.138146334	0.06317731	1.45E-06	0.001247939	4.26E-05	1.92E-05	0.001671092	0.000179002	0.8757349	0.90973854	0.89241296	7.50E-08	0.5
472	0.006924407	0.495575216	0.424242424	0.595744681	0.270270265	0.230769231	0.326086957	0.51485148	0.464285714	0.577777778	0.02233676	0.141974589	0.056461285	7.79E-07	0.001209517	3.07E-05	1.29E-05	0.002336365	0.000175356	0.8824857	0.9123033	0.8971468	4.29E-08	1
473	0.008328571	0.258064511	0.214285714	0.324324324	0	0	0	0.315789469	0.272727273	0.375	0.008189015	0.078758133	0.025395896	4.67E-08	0.000154511	2.69E-06	2.17E-06	0.000430102	3.05E-05	0.8576567	0.8859656	0.8715813	5.32E-09	0
474	0	0.249999996	0.372093023	0.188235294	0.095238091	0.142857143	0.071428571	0.279999996	0.482758621	0.197183099	0.010295633	0.098048054	0.031834138	6.57E-08	0.000166803	3.31E-06	3.20E-06	0.000999711	5.66E-05	0.88001394	0.81739986	0.84755206	9.60E-09	0
475	0.00737665	0.166666662	0.129032258	0.235294118	0	0	0	0.172839501	0.145833333	0.212121212	0.003892611	0.073756244	0.016944173	1.31E-08	0.000112961	1.22E-06	2.94E-07	0.000317023	9.67E-06	0.83372784	0.85838246	0.84587556	9.48E-11	-0.5
476	0	0.47058823	0.571428571	0.4	0.239999995	0.292682927	0.203389831	0.467532463	0.5625	0.4	0.010196128	0.069023442	0.026709767	2.62E-07	0.000230757	7.98E-06	2.92E-06	0.00044914	3.66E-05	0.8961827	0.8777234	0.88685703	3.92E-08	0
477	0.019538768	0.411764701	0.446808511	0.381818182	0.199999995	0.217391304	0.185185185	0.390243898	0.444444444	0.347826087	0.009401143	0.086219979	0.028592523	8.24E-08	0.000247504	4.57E-06	2.87E-06	0.0005897	4.16E-05	0.88611543	0.884133	0.8851231	2.26E-09	0
478	0.012170069	0.36486486	0.355263158	0.375	0.150684927	0.146666667	0.154929577	0.358974354	0.362068966	0.355932203	0.010378228	0.057690071	0.024728289	5.07E-07	0.000316253	1.27E-05	2.02E-06	0.000522741	3.25E-05	0.8774815	0.874646	0.8760615	3.26E-10	0
479	0.006431535	0.213592229	0.152777778	0.35483871	0.059405936	0.042253521	0.1	0.211764701	0.157894737	0.321428571	0.006134035	0.071230223	0.020902833	2.53E-08	7.58E-05	1.39E-06	1.23E-06	0.000276164	1.86E-05	0.84404	0.8822721	0.86273265	8.39E-10	0.5
480	0.012130252	0.282352936	0.315789474	0.255319149	0.024096381	0.027027027	0.02173913	0.222222217	0.28	0.184210526	0.002567007	0.052078006	0.011562208	1.31E-08	6.80E-05	9.45E-07	1.26E-07	0.000119051	3.87E-06	0.84945375	0.83606863	0.84270805	4.63E-10	0.5
481	0.024929917	0.238805965	0.216216216	0.266666667	0.092307687	0.083333333	0.103448276	0.190476186	0.171428571	0.214285714	0.011155758	0.10437589	0.034123199	1.41E-07	0.00039346	7.45E-06	2.65E-06	0.000768746	4.52E-05	0.8831579	0.89545465	0.88926375	3.10E-10	1
482	0.023024043	0.3368421	0.4	0.290909091	0.064516124	0.076923077	0.055555556	0.253521122	0.36	0.195652174	0.003066707	0.050185809	0.012464026	3.63E-09	4.34E-05	3.97E-07	2.80E-07	0.000165438	6.81E-06	0.8610699	0.8438977	0.8523974	4.29E-10	-1
483	0.016969987	0.476190472	0.350877193	0.740740741	0.243902435	0.178571429	0.384615385	0.463768112	0.333333333	0.761904762	0.02383483	0.082407528	0.044318946	4.71E-07	0.000289014	1.17E-05	3.16E-06	0.000684518	4.66E-05	0.8749979	0.9234202	0.8985572	2.48E-09	-0.5
484	0.012170069	0.268656712	0.222222222	0.339622642	0.060606056	0.05	0.076923077	0.283018863	0.254237288	0.319148936	0.009512074	0.069045728	0.025728707	2.07E-07	0.000238895	7.03E-06	3.36E-06	0.000345037	3.46E-05	0.8397449	0.85800517	0.8487768	7.33E-10	0.5
485	0	0.261682238	0.378378378	0.2	0.076190472	0.111111111	0.057971014	0.272727268	0.363636364	0.218181818	0.002064537	0.043257776	0.00945025	7.74E-09	6.71E-05	7.21E-07	1.92E-07	0.00020111	6.23E-06	0.85907006	0.82159317	0.8399137	2.04E-11	0.5
486	0.007756598	0.413333329	0.516666667	0.344444444	0.229729725	0.288135593	0.191011236	0.360655733	0.44	0.305555556	0.015919513	0.120025203	0.043712049	8.24E-07	0.000731534	2.45E-05	1.27E-06	0.000457898	2.42E-05	0.8856012	0.8645227	0.87493503	3.18E-09	0
487	0.009795324	0.205479448	0.153061224	0.3125	0.06944444	0.051546392	0.106382979	0.252252248	0.202898551	0.333333333	0.006877971	0.079097249	0.023798568	1.54E-08	7.20E-05	1.05E-06	8.25E-07	0.000229721	1.39E-05	0.8389544	0.8905961	0.86400425	3.00E-09	0
488	0.005119661	0.360902251	0.260869565	0.585365854	0.244274805	0.175824176	0.4	0.396396392	0.305555556	0.564102564	0.016462191	0.102276187	0.041095678	7.14E-07	0.000472741	1.84E-05	2.80E-05	0.001501422	0.000206302	0.8400693	0.89808744	0.86811006	1.54E-08	0
489	0.017294808	0.228571424	0.218181818	0.24	0.038834946	0.037037037	0.040816327	0.213333328	0.235294118	0.195121951	0.002911893	0.046275758	0.011608187	4.74E-09	3.45E-05	4.05E-07	6.42E-07	0.0001317	9.22E-06	0.84801984	0.8328646	0.84037393	8.36E-11	0
490	0	0.22695035	0.271186441	0.195121951	0.014388484	0.017241379	0.012345679	0.203389826	0.25	0.171428571	0.004945364	0.061407379	0.017435976	2.00E-08	9.67E-05	1.39E-06	9.76E-07	0.000266031	1.61E-05	0.85298496	0.8568601	0.8549181	1.91E-10	0.5
491	0.019125191	0.40816326	0.408163265	0.408163265	0.187499995	0.1875	0.1875	0.4047619	0.414634146	0.395348837	0.011304969	0.064403084	0.026982855	2.04E-07	0.000130762	5.17E-06	1.53E-06	0.000215	1.83E-05	0.894326	0.8912352	0.8927779	1.31E-09	0
492	0.007892097	0.380952376	0.344827586	0.425531915	0.135922325	0.122807018	0.152173913	0.391304343	0.352941176	0.43902439	0.011143365	0.116348254	0.036007097	7.26E-08	0.000212088	3.92E-06	2.05E-06	0.000438409	3.00E-05	0.86984354	0.8847166	0.877217	1.22E-08	1
493	0.014011439	0.273972598	0.256410256	0.294117647	0.056338023	0.052631579	0.060606061	0.326530607	0.4	0.275862069	0.007185217	0.065729039	0.021781195	3.94E-08	8.93E-05	1.87E-06	2.09E-06	0.000338123	2.69E-05	0.8363193	0.8340714	0.8351939	3.72E-09	-0.5
494	0.012170069	0.393700783	0.333333333	0.480769231	0.127999995	0.108108108	0.156862745	0.42553191	0.37037037	0.5	0.02705185	0.109361968	0.054391576	3.93E-07	0.000660535	1.61E-05	5.91E-06	0.001486885	9.38E-05	0.88669336	0.89318067	0.8899251	2.75E-08	-0.5
495	0.022451905	0.463768111	0.380952381	0.592592593	0.268656712	0.219512195	0.346153846	0.413793099	0.324324324	0.571428571	0.012012291	0.068927732	0.028777258	1.71E-07	0.000206577	5.94E-06	1.85E-06	0.000575745	3.26E-05	0.8671036	0.87178665	0.8694389	1.05E-08	0
496	0.016657143	0.265734261	0.345454545	0.215909091	0.099290775	0.12962963	0.08045977	0.306306301	0.34	0.278688525	0.010809551	0.099236648	0.03275859	7.48E-08	0.000249732	4.33E-06	7.14E-07	0.000196933	1.20E-05	0.8710693	0.8632661	0.8671502	5.43E-10	0
497	0.008177812	0.307692303	0.271186441	0.355555556	0.098039211	0.086206897	0.113636364	0.307692303	0.274509804	0.35	0.01077258	0.086640766	0.030550696	1.22E-07	0.00031747	6.22E-06	9.01E-07	0.000295206	1.63E-05	0.8683094	0.87931836	0.8737792	8.72E-10	0.5
498	0.008816154	0.186915883	0.192307692	0.181818182	0	0	0	0.175824171	0.170212766	0.181818182	0.001527228	0.054750502	0.009144205	5.07E-09	9.81E-05	7.05E-07	3.32E-07	0.000298199	9.95E-06	0.8383869	0.83998764	0.8391865	2.39E-09	0
499	0.018504334	0.355555551	0.3	0.436363636	0.120300747	0.101265823	0.148148148	0.359999995	0.3	0.45	0.009235425	0.12413821	0.033859531	1.45E-07	0.000538678	8.84E-06	3.05E-07	0.000291916	9.43E-06	0.84262496	0.88619566	0.86386126	8.56E-08	0.5
500	0	0.153846149	0.125	0.2	0.026315785	0.021276596	0.034482759	0.18867924	0.192307692	0.185185185	0.002623614	0.05034065	0.011492363	5.26E-08	0.000108696	2.39E-06	6.34E-07	0.000103741	8.13E-06	0.8426436	0.8641021	0.853238	1.09E-10	0
501	0.005630056	0.263888884	0.228915663	0.31147541	0.07042253	0.06097561	0.083333333	0.26086956	0.241935484	0.283018868	0.007324893	0.044901873	0.018145163	1.57E-07	0.000139354	4.68E-06	6.15E-07	9.03E-05	7.47E-06	0.84528023	0.85938686	0.8522752	3.31E-10	-0.5
502	0.006004166	0.518518514	0.538461538	0.5	0.274999995	0.285714286	0.265060241	0.511999995	0.516129032	0.507936508	0.029796352	0.157431547	0.068946962	2.50E-06	0.001838581	6.78E-05	5.87E-06	0.000929077	7.39E-05	0.8733084	0.8842981	0.87876886	2.02E-09	0.5
503	0.012464958	0.216216211	0.216216216	0.216216216	0.055555551	0.055555556	0.055555556	0.235294113	0.242424242	0.228571429	0.015791801	0.086736418	0.037009794	1.12E-07	0.00016145	4.26E-06	2.24E-06	0.00038235	2.92E-05	0.88622004	0.8792947	0.8827438	2.22E-10	0
504	0.005119661	0.503311254	0.413043478	0.644067797	0.28187919	0.230769231	0.362068966	0.548387092	0.485714286	0.62962963	0.03496592	0.106342243	0.063675837	1.96E-06	0.00094768	4.51E-05	1.53E-05	0.00114758	0.000135421	0.894154	0.9172699	0.9055644	8.03E-08	0
505	0	0.340425527	0.5	0.258064516	0.260869561	0.387096774	0.196721311	0.415584411	0.516129032	0.347826087	0.015819906	0.072385771	0.033873063	1.47E-06	0.000536417	2.81E-05	1.36E-06	0.000337908	2.15E-05	0.8948064	0.87865865	0.886659	4.76E-09	0
506	0.010854323	0.361581916	0.380952381	0.344086022	0.114285709	0.120481928	0.108695652	0.335766418	0.343283582	0.328571429	0.012286024	0.108299333	0.036476941	1.48E-07	0.000428569	7.97E-06	2.21E-06	0.000655262	3.81E-05	0.8842473	0.8788673	0.8815491	2.08E-10	0.5
507	0.02095353	0.489795914	0.4	0.631578947	0.22068965	0.179775281	0.285714286	0.460176986	0.412698413	0.52	0.041083912	0.150333463	0.078589374	2.39E-06	0.001246335	5.47E-05	2.11E-05	0.001233144	0.000161401	0.8958911	0.92094743	0.90824646	4.67E-09	0
508	0.010953758	0.505494501	0.534883721	0.479166667	0.314606737	0.333333333	0.29787234	0.55696202	0.55	0.564102564	0.032856599	0.120130357	0.062825765	3.25E-06	0.001517003	7.15E-05	3.12E-05	0.002434044	0.000276987	0.9066306	0.9009993	0.9038062	1.30E-07	0
509	0	0.233009704	0.179104478	0.333333333	0.059405936	0.045454545	0.085714286	0.279069763	0.24	0.333333333	0.00829881	0.100767103	0.028917936	4.15E-08	0.000253719	3.24E-06	4.42E-07	0.000280105	1.12E-05	0.8560152	0.85892	0.85746515	7.33E-10	0
510	0.006524415	0.268907558	0.225352113	0.333333333	0.051282046	0.042857143	0.063829787	0.219999995	0.192982456	0.255813953	0.002509776	0.086014557	0.014692768	2.04E-08	0.00025801	2.29E-06	1.21E-06	0.000370649	2.12E-05	0.8507074	0.86816776	0.8593489	1.17E-10	1
511	0	0.147058819	0.192307692	0.119047619	0	0	0	0.158730154	0.192307692	0.135135135	0.00106125	0.031011705	0.005744842	5.15E-09	1.90E-05	3.14E-07	2.16E-07	4.58E-05	3.18E-06	0.84361506	0.8451188	0.84436625	5.13E-12	0.5
512	0	0.516129027	0.571428571	0.470588235	0.299999995	0.333333333	0.272727273	0.487804873	0.588235294	0.416666667	0.040710096	0.119407116	0.06983289	9.98E-07	0.000122594	1.11E-05	1.93E-06	0.000131722	1.60E-05	0.8766613	0.88121355	0.8789315	7.18E-09	0.5
513	0.010725482	0.27642276	0.193181818	0.485714286	0.09917355	0.068965517	0.176470588	0.337349393	0.28	0.424242424	0.005658058	0.04829621	0.016627238	6.46E-08	9.92E-05	2.56E-06	2.50E-07	6.21E-05	3.94E-06	0.8339083	0.89509004	0.8634167	5.85E-09	-1
514	0.009388231	0.467065863	0.397959184	0.565217391	0.193939389	0.164948454	0.235294118	0.449999995	0.442622951	0.457627119	0.019985961	0.099803114	0.044665404	3.31E-07	0.000353014	1.08E-05	5.59E-06	0.001095256	7.82E-05	0.8801358	0.89397573	0.8870018	4.35E-10	0
