cand id	bleu	R1f	R1p	R1r	R2f	R2p	R2r	RLf	RLp	RLr	glove_wms	glove_sms	glove_s+wms	elmo_wms	elmo_sms	elmo_s+wms	bert_wms	bert_sms	bert_s+wms	bertscore-p	bertscore-r	bertscore-f1	SentBERT	score
992	0.008816154	0.084210521	0.075471698	0.095238095	0	0	0	0.090909086	0.1	0.083333333	0.001735139	0.056947723	0.009940435	4.15E-09	4.71E-05	4.42E-07	5.81E-08	6.26E-05	1.91E-06	0.78698254	0.8103174	0.7984795	3.51E-11	0
993	0	0.373983735	0.298701299	0.5	0.214876028	0.171052632	0.288888889	0.407766985	0.355932203	0.477272727	0.009873948	0.062739786	0.025698453	2.47E-07	0.000258809	8.14E-06	1.07E-05	0.000636728	8.27E-05	0.8736395	0.8866068	0.88007545	4.21E-09	1
994	0.007892097	0.419354834	0.440677966	0.4	0.229508192	0.24137931	0.21875	0.467289715	0.510204082	0.431034483	0.014080012	0.107301961	0.038869172	2.48E-07	0.000365388	9.51E-06	3.08E-06	0.000628652	4.40E-05	0.8990038	0.8927281	0.89585495	5.32E-09	-0.5
995	0.017215371	0.090909086	0.074074074	0.117647059	0	0	0	0.095238091	0.076923077	0.125	0.001301325	0.048687189	0.007959764	2.56E-09	1.57E-05	2.01E-07	3.58E-08	3.71E-05	1.16E-06	0.8399136	0.86608076	0.8527965	1.35E-10	1
996	0.011260111	0.496815282	0.481481481	0.513157895	0.348387092	0.3375	0.36	0.536585361	0.532258065	0.540983607	0.03205532	0.161485806	0.072133604	3.40E-06	0.001298418	6.64E-05	1.67E-05	0.002121354	0.000188174	0.91476977	0.89754564	0.90607584	4.17E-07	0.5
997	0	0.151515147	0.138888889	0.166666667	0	0	0	0.163265301	0.2	0.137931034	0.002576806	0.048917756	0.011227267	5.45E-08	8.90E-05	2.21E-06	8.56E-07	0.000164306	1.19E-05	0.7543659	0.8367586	0.793429	1.78E-10	-1
998	0.016682278	0.357142852	0.284090909	0.480769231	0.101449271	0.08045977	0.137254902	0.358490561	0.306451613	0.431818182	0.010613221	0.088631679	0.030761597	8.54E-08	0.000244519	4.64E-06	2.05E-06	0.000372104	2.76E-05	0.8248981	0.87570864	0.8495443	2.24E-09	0.5
999	0.01169742	0.278481008	0.282051282	0.275	0.038461533	0.038961039	0.037974684	0.274193543	0.298245614	0.253731343	0.008960271	0.109824845	0.031369736	2.93E-08	0.000428723	3.55E-06	1.68E-06	0.001003436	4.11E-05	0.8514106	0.86037576	0.8558697	1.01E-09	1
1000	0	0.307692303	0.408163265	0.24691358	0.140624995	0.1875	0.1125	0.291262131	0.428571429	0.220588235	0.005879593	0.06024319	0.018820352	4.96E-08	0.000116707	2.41E-06	5.41E-07	0.000143338	8.81E-06	0.8528198	0.8471508	0.8499759	1.61E-09	-0.5
1001	0.006924407	0.285714281	0.25	0.333333333	0.068376063	0.059701493	0.08	0.262626258	0.25	0.276595745	0.007736625	0.077528173	0.025159669	9.33E-08	0.000260918	5.04E-06	8.41E-07	0.000210815	1.36E-05	0.8608605	0.8589797	0.8599191	3.34E-10	0.5
1002	0.018348431	0.554216863	0.450980392	0.71875	0.395061724	0.32	0.516129032	0.611111106	0.523809524	0.733333333	0.077752173	0.186379385	0.120380197	1.90E-05	0.00206969	0.000198952	8.15E-06	0.001109138	9.54E-05	0.9061898	0.9433722	0.9244073	1.63E-06	0
1003	0.023626105	0.288288284	0.41025641	0.222222222	0.018348619	0.026315789	0.014084507	0.236559135	0.305555556	0.192982456	0.007640914	0.080612047	0.024884081	5.93E-08	0.000244891	3.81E-06	9.66E-07	0.000306746	1.73E-05	0.8853446	0.8719085	0.8785752	1.09E-10	1
1004	0.019805347	0.28187919	0.214285714	0.411764706	0.149659859	0.113402062	0.22	0.32478632	0.271428571	0.404255319	0.0050606	0.06625105	0.01834499	6.70E-08	0.000162212	3.30E-06	1.52E-06	0.000407088	2.49E-05	0.81701255	0.86795413	0.84171325	1.45E-10	0
1005	0.005062295	0.298507459	0.204081633	0.555555556	0.181818178	0.12371134	0.342857143	0.350515459	0.265625	0.515151515	0.023258374	0.106688761	0.049813724	2.21E-07	0.000163675	6.05E-06	1.40E-05	0.001191	0.000129049	0.8316463	0.87319523	0.85191447	1.41E-08	0
1006	0.019860051	0.437499995	0.448717949	0.426829268	0.278481008	0.285714286	0.271604938	0.424242419	0.444444444	0.405797101	0.014676306	0.116231612	0.04133238	7.97E-07	0.000689605	2.34E-05	4.25E-06	0.001244758	7.28E-05	0.87685144	0.87187463	0.874356	2.75E-09	1
1007	0	0.44444444	0.564102564	0.366666667	0.268041232	0.342105263	0.220338983	0.441558437	0.53125	0.377777778	0.011994971	0.068258944	0.028614503	1.62E-07	0.000214404	5.90E-06	1.54E-06	0.000245078	1.95E-05	0.86287373	0.8799932	0.87134933	2.61E-08	0.5
1008	0.013193028	0.102564098	0.114285714	0.093023256	0.026315785	0.029411765	0.023809524	0.117647054	0.125	0.111111111	0.00396693	0.070912324	0.016772133	2.73E-08	0.00026672	2.70E-06	3.77E-07	0.000245568	9.62E-06	0.83805054	0.8511948	0.84457153	2.64E-11	1
1009	0	0.195652169	0.214285714	0.18	0.044444439	0.048780488	0.040816327	0.207792203	0.235294118	0.186046512	0.004604195	0.066401593	0.017511098	2.47E-08	0.000115208	1.69E-06	3.67E-07	0.000103208	6.16E-06	0.85990995	0.84538794	0.8525871	3.36E-10	0
1010	0.009174215	0.252631574	0.24	0.266666667	0.021505371	0.020408163	0.022727273	0.258823524	0.255813953	0.261904762	0.011903963	0.066975078	0.028257032	4.23E-08	0.000145128	2.48E-06	3.87E-06	0.000614139	4.88E-05	0.86806506	0.8776033	0.8728081	2.31E-10	1
1011	0.0147533	0.399999995	0.365079365	0.442307692	0.141592915	0.129032258	0.156862745	0.357894732	0.34	0.377777778	0.022983701	0.139564621	0.056636635	3.80E-07	0.000789115	1.73E-05	6.80E-07	0.000488021	1.82E-05	0.8561358	0.89796823	0.8765532	8.21E-08	0
1012	0.024929917	0.257142852	0.236842105	0.28125	0.088235289	0.081081081	0.096774194	0.281249995	0.272727273	0.290322581	0.007020409	0.07745032	0.023335853	3.42E-08	0.000100003	1.85E-06	2.10E-07	0.000136213	5.35E-06	0.83712757	0.8513869	0.84419703	9.61E-11	0
1013	0	0.227642271	0.254545455	0.205882353	0.049586772	0.055555556	0.044776119	0.273684206	0.333333333	0.232142857	0.004258241	0.098176522	0.020446499	3.21E-08	0.000280569	3.00E-06	8.76E-07	0.000419995	1.93E-05	0.85307205	0.8357459	0.84432	7.10E-10	-0.5
1014	0.006924407	0.422018344	0.348484848	0.534883721	0.186915883	0.153846154	0.238095238	0.380952376	0.355555556	0.41025641	0.035270808	0.148091937	0.072277264	4.21E-07	0.000578726	1.56E-05	3.16E-06	0.000613699	4.41E-05	0.8767018	0.86319935	0.8698982	2.06E-09	0
1015	0	0.199999995	0.19047619	0.210526316	0.025641021	0.024390244	0.027027027	0.156249995	0.178571429	0.138888889	0.005210606	0.081724013	0.020645846	3.59E-08	0.000217231	2.79E-06	6.93E-07	0.000227527	1.26E-05	0.8492015	0.8376303	0.8433762	1.26E-09	-1
1016	0	0.264462805	0.340425532	0.216216216	0.100840331	0.130434783	0.082191781	0.270833329	0.393939394	0.206349206	0.005207367	0.080228918	0.020459061	4.13E-08	0.000144218	2.44E-06	1.02E-06	0.000356677	1.90E-05	0.8732819	0.83510256	0.85376555	6.61E-10	-0.5
1017	0.007499095	0.342342337	0.306451613	0.387755102	0.16513761	0.147540984	0.1875	0.270833328	0.240740741	0.30952381	0.01986998	0.115146143	0.048359767	3.03E-07	0.000566274	1.31E-05	4.28E-06	0.000889399	6.21E-05	0.8870929	0.89140886	0.8892457	1.03E-09	0.5
1018	0	0.321839076	0.285714286	0.368421053	0.094117642	0.083333333	0.108108108	0.328767118	0.324324324	0.333333333	0.018561828	0.103746064	0.044004153	3.51E-07	0.00043723	1.24E-05	2.89E-06	0.000414853	3.48E-05	0.84278727	0.8847414	0.8632549	1.59E-09	-0.5
1019	0	0.257142852	0.243243243	0.272727273	0.088235289	0.083333333	0.09375	0.318181814	0.5	0.233333333	0.017620018	0.083836697	0.038953604	3.97E-08	0.000110832	2.13E-06	1.56E-06	0.00021455	1.83E-05	0.8796028	0.8529704	0.86608183	1.57E-07	-0.5
1020	0.012336223	0.178571424	0.12987013	0.285714286	0.036363632	0.026315789	0.058823529	0.202247186	0.157894737	0.28125	0.004417084	0.053647412	0.015403059	4.40E-08	9.22E-05	2.02E-06	5.81E-07	0.000140785	9.05E-06	0.835034	0.8702699	0.8522879	2.18E-10	-0.5
1021	0.027522646	0.237037032	0.301886792	0.195121951	0.015037589	0.019230769	0.012345679	0.226086952	0.288888889	0.185714286	0.002993148	0.07845013	0.015477486	1.36E-08	0.000169051	1.51E-06	2.21E-07	0.00032923	8.53E-06	0.8307669	0.82447535	0.8276092	1.26E-10	1
1022	0.005773962	0.312499995	0.25	0.416666667	0.079365075	0.063291139	0.106382979	0.288461534	0.245901639	0.348837209	0.012385425	0.119706613	0.038540787	2.25E-07	0.000470581	1.03E-05	1.61E-06	0.000270777	2.10E-05	0.8591887	0.8987732	0.8785352	2.46E-09	0
1023	0.006819881	0.175824172	0.119402985	0.333333333	0.022471906	0.015151515	0.043478261	0.19753086	0.137931034	0.347826087	0.002830408	0.060320685	0.013066455	1.62E-08	9.76E-05	1.26E-06	1.39E-06	0.000421443	2.43E-05	0.85261846	0.8743382	0.8633418	7.09E-10	0
1024	0.013436925	0.277227718	0.205882353	0.424242424	0.040404036	0.029850746	0.0625	0.295454541	0.232142857	0.40625	0.010744626	0.07805643	0.028960093	5.09E-08	0.000188676	3.10E-06	1.20E-06	0.000345464	2.04E-05	0.84897745	0.87498	0.8617826	6.77E-09	0.5
1025	0.013589921	0.410958899	0.441176471	0.384615385	0.281690136	0.303030303	0.263157895	0.419354834	0.464285714	0.382352941	0.007470112	0.052597812	0.019821996	8.67E-08	0.000140189	3.49E-06	1.65E-06	0.000276489	2.14E-05	0.90294915	0.8759491	0.8892442	1.02E-09	0
1026	0.006431535	0.243902434	0.211267606	0.288461538	0.016528921	0.014285714	0.019607843	0.196078426	0.178571429	0.217391304	0.005492185	0.107735747	0.024325	3.76E-08	0.00037986	3.78E-06	1.22E-06	0.000827926	3.17E-05	0.8639169	0.8669268	0.8654192	1.31E-10	0.5
1027	0.010476765	0.333333329	0.261363636	0.46	0.147058819	0.114942529	0.204081633	0.392857138	0.338461538	0.468085106	0.016397675	0.072760895	0.034943527	1.62E-07	0.000145245	4.90E-06	3.92E-06	0.00040464	4.03E-05	0.86229	0.8923242	0.87705004	8.51E-09	-1
1028	0	0.199999995	0.177777778	0.228571429	0.051282046	0.045454545	0.058823529	0.176470583	0.166666667	0.1875	0.003394849	0.044674393	0.012315145	2.08E-08	0.000119612	1.58E-06	3.63E-07	0.000224847	9.04E-06	0.84535396	0.86025906	0.85274136	4.19E-11	0
1029	0.006718463	0.403508767	0.338235294	0.5	0.124999995	0.104477612	0.155555556	0.399999995	0.339285714	0.487179487	0.012488299	0.129674483	0.040274612	2.17E-07	0.000332014	8.49E-06	1.61E-05	0.001344174	0.00014807	0.8813723	0.9113974	0.8961334	9.23E-09	1
1030	0.017632308	0.504854364	0.481481481	0.530612245	0.198019797	0.188679245	0.208333333	0.499999995	0.525	0.477272727	0.015331972	0.061305492	0.03087913	8.68E-08	6.19E-05	2.33E-06	3.29E-06	0.000301484	3.20E-05	0.8633778	0.89206356	0.8774862	1.26E-09	0
1031	0	0.117647054	0.137931034	0.102564103	0.060606056	0.071428571	0.052631579	0.129032253	0.173913043	0.102564103	0.003195421	0.047927359	0.012380123	2.42E-09	2.13E-05	2.27E-07	8.63E-07	0.000210663	1.35E-05	0.8405728	0.8018912	0.8207766	2.07E-10	-0.5
1032	0	0.305882348	0.371428571	0.26	0.144578308	0.176470588	0.12244898	0.349206345	0.578947368	0.25	0.007098304	0.08023106	0.023864296	1.80E-07	0.000282287	7.12E-06	2.57E-07	9.55E-05	4.96E-06	0.87928075	0.8597801	0.86942106	5.50E-10	-1
1033	0	0.143999996	0.236842105	0.103448276	0.032520321	0.054054054	0.023255814	0.183908043	0.571428571	0.109589041	0.001566926	0.040908328	0.00860492	4.00E-08	0.000107198	2.19E-06	4.11E-07	0.000137947	7.95E-06	0.84742093	0.8308252	0.839041	2.81E-11	0
1034	0.009985315	0.187499995	0.260869565	0.146341463	0.015873011	0.022222222	0.012345679	0.181818177	0.257142857	0.140625	0.003265404	0.047971532	0.012519302	1.80E-08	9.97E-05	1.34E-06	4.36E-07	0.000182785	8.95E-06	0.8588375	0.83858746	0.84859174	1.15E-10	-0.5
1035	0.008484993	0.297872336	0.254545455	0.358974359	0.086956517	0.074074074	0.105263158	0.289855068	0.263157895	0.322580645	0.01334008	0.12761355	0.041260673	9.28E-08	0.000383299	5.96E-06	4.18E-06	0.001476461	7.86E-05	0.86563516	0.86821926	0.8669253	9.08E-08	0
1036	0.012818662	0.117647055	0.081081081	0.214285714	0	0	0	0.130434778	0.09375	0.214285714	0.001337665	0.027987785	0.006118683	9.18E-09	6.25E-05	7.58E-07	2.40E-07	0.00024617	7.68E-06	0.83919597	0.8695805	0.85411805	1.59E-10	0.5
1037	0.014938122	0.317460314	0.588235294	0.217391304	0.193548383	0.363636364	0.131868132	0.342857139	0.5625	0.246575342	0.006613981	0.089799806	0.024373794	1.03E-07	0.000487673	7.09E-06	3.41E-06	0.001081269	6.07E-05	0.8723494	0.84839565	0.86020577	6.12E-10	0.5
1038	0	0.348837204	0.365853659	0.333333333	0.119047614	0.125	0.113636364	0.328358204	0.35483871	0.305555556	0.006379956	0.069767122	0.021107107	1.09E-07	0.000264728	5.38E-06	2.53E-06	0.000540007	3.70E-05	0.85234696	0.87244046	0.8622766	2.51E-11	0
1039	0	0.380952376	0.355555556	0.41025641	0.170731702	0.159090909	0.184210526	0.319999995	0.3	0.342857143	0.037223283	0.16429326	0.078258929	3.46E-07	0.000790982	1.65E-05	5.10E-06	0.00121161	7.86E-05	0.876735	0.8750763	0.87590486	2.24E-07	0.5
1040	0.013589921	0.24561403	0.205882353	0.304347826	0	0	0	0.249999995	0.230769231	0.272727273	0.002601147	0.060231025	0.012516778	1.94E-08	0.000102407	1.41E-06	8.71E-07	0.000229837	1.42E-05	0.8558249	0.86492676	0.86035174	5.32E-10	0
1041	0	0.430769226	0.466666667	0.4	0.190476186	0.206896552	0.176470588	0.473684206	0.75	0.346153846	0.014659017	0.068334123	0.031649823	6.10E-07	0.0003018	1.36E-05	3.83E-06	0.000472021	4.25E-05	0.9116805	0.85867965	0.88438666	6.47E-10	0.5
1042	0	0.403846149	0.477272727	0.35	0.176470583	0.209302326	0.152542373	0.354430375	0.411764706	0.311111111	0.009060476	0.063480644	0.02398261	7.14E-08	0.000115392	2.87E-06	6.34E-07	0.000212359	1.18E-05	0.8955729	0.87254447	0.8839087	6.57E-09	0
1043	0.012818662	0.11940298	0.093023256	0.166666667	0.030769226	0.023809524	0.043478261	0.140350873	0.111111111	0.19047619	0.005094829	0.056347959	0.016943527	6.45E-08	0.000106675	2.62E-06	2.28E-07	8.06E-05	4.30E-06	0.82488096	0.85225815	0.8383461	7.35E-10	0.5
1044	0.005362741	0.266666662	0.204545455	0.382978723	0.045112777	0.034482759	0.065217391	0.207547165	0.161764706	0.289473684	0.005207082	0.072073436	0.019388569	3.15E-08	0.000175113	2.38E-06	3.69E-07	0.000196991	8.54E-06	0.8222848	0.8544943	0.8380802	1.03E-09	0.5
1045	0.01451628	0.775193793	0.78125	0.769230769	0.645669286	0.650793651	0.640625	0.755102036	0.787234043	0.725490196	0.209762942	0.202151168	0.205935905	0.00047216	0.004051485	0.001386073	5.18E-05	0.00176176	0.000303722	0.94398856	0.93966436	0.94182146	2.88E-06	0
1046	0	0.090909086	0.1	0.083333333	0	0	0	0.070175434	0.090909091	0.057142857	0.002058018	0.066707923	0.011716917	1.25E-08	8.23E-05	1.01E-06	6.87E-07	0.000235403	1.27E-05	0.8033164	0.8128511	0.80805564	3.12E-11	-0.5
1047	0.008177812	0.329670325	0.263157895	0.441176471	0.089887636	0.071428571	0.121212121	0.354430375	0.291666667	0.451612903	0.009373721	0.109682861	0.032079258	4.13E-08	0.000327035	3.68E-06	2.60E-06	0.000743127	4.48E-05	0.8665953	0.8944658	0.88031	3.28E-09	0
1048	0.006341262	0.468468464	0.361111111	0.666666667	0.256880729	0.197183099	0.368421053	0.390804593	0.320754717	0.5	0.038389707	0.102195481	0.063444361	4.36E-07	0.000370243	1.27E-05	5.23E-06	0.000639255	5.79E-05	0.8852475	0.91983926	0.90221196	2.50E-08	0
1049	0.010124591	0.534883716	0.511111111	0.56097561	0.235294113	0.224719101	0.24691358	0.439393934	0.420289855	0.46031746	0.030155525	0.165753211	0.070875882	8.48E-07	0.002081893	4.25E-05	8.45E-06	0.001917225	0.000128806	0.89037514	0.9012013	0.8957556	7.20E-08	1
1050	0.009562595	0.233766229	0.1875	0.310344828	0.053333329	0.042553191	0.071428571	0.205882348	0.170731707	0.259259259	0.005765281	0.055908776	0.017969135	3.06E-08	8.64E-05	1.64E-06	5.04E-07	0.000147762	8.71E-06	0.8632587	0.88019943	0.87164676	2.71E-09	1
1051	0.008484993	0.266666662	0.296296296	0.242424242	0.10169491	0.113207547	0.092307692	0.291666662	0.304347826	0.28	0.009752047	0.088966716	0.029455161	5.60E-08	0.000273984	3.92E-06	9.82E-07	0.000364949	1.89E-05	0.87694865	0.8602397	0.86851376	6.07E-10	1
1052	0.006168111	0.300884951	0.223684211	0.459459459	0.090090086	0.066666667	0.138888889	0.27659574	0.220338983	0.371428571	0.02292892	0.099664747	0.047805385	1.42E-07	0.000254084	6.00E-06	1.98E-06	0.000357955	2.67E-05	0.8478163	0.8818977	0.86452127	7.06E-10	0
1053	0	0.34146341	0.411764706	0.291666667	0.174999995	0.212121212	0.14893617	0.415094335	0.523809524	0.34375	0.024793273	0.122343912	0.055075688	8.90E-07	0.000356593	1.78E-05	1.55E-05	0.002336473	0.000190447	0.8823811	0.85739034	0.8697062	1.04E-09	0.5
1054	0	0.205607472	0.196428571	0.215686275	0.038095233	0.036363636	0.04	0.260869561	0.346153846	0.209302326	0.008722092	0.098949479	0.029377656	1.47E-08	9.56E-05	1.18E-06	8.49E-07	0.000217648	1.36E-05	0.84854424	0.8475449	0.8480443	6.76E-10	0
1055	0	0.372093018	0.375	0.369230769	0.173228341	0.174603175	0.171875	0.382978719	0.473684211	0.321428571	0.014760617	0.118276819	0.041783236	1.88E-07	0.000480674	9.50E-06	5.87E-06	0.001517681	9.44E-05	0.852538	0.8544965	0.8535161	7.87E-09	-0.5
1056	0.026386055	0.2051282	0.216216216	0.195121951	0	0	0	0.233333329	0.333333333	0.179487179	0.0038437	0.038566644	0.012196925	1.53E-08	2.48E-05	6.15E-07	6.00E-07	0.000117487	8.41E-06	0.8465644	0.84164435	0.8440972	1.34E-09	-0.5
1057	0	0.26771653	0.257575758	0.278688525	0.047999995	0.046153846	0.05	0.265306117	0.288888889	0.245283019	0.002168438	0.021566196	0.006862816	1.85E-08	2.50E-05	6.84E-07	3.48E-07	5.17E-05	4.27E-06	0.83056515	0.8516573	0.84097904	2.89E-10	0
1058	0.005925418	0.429378526	0.487179487	0.383838384	0.171428567	0.194805195	0.153061224	0.376811589	0.433333333	0.333333333	0.016034903	0.092313576	0.038511422	1.71E-07	0.000286655	7.02E-06	1.29E-06	0.000225162	1.71E-05	0.8600648	0.86082655	0.86044556	2.52E-10	-0.5
1059	0.011512021	0.19444444	0.175	0.21875	0.085714281	0.076923077	0.096774194	0.274509799	0.35	0.225806452	0.006455632	0.090936638	0.024229178	7.67E-08	0.000313114	4.90E-06	1.92E-06	0.000855776	4.06E-05	0.88183105	0.8526411	0.86699045	1.73E-08	-1
1060	0.009486799	0.654320983	0.53	0.85483871	0.549999995	0.444444444	0.721311475	0.687022896	0.576923077	0.849056604	0.081548412	0.269198877	0.148936055	5.97E-05	0.010630558	0.000796887	3.88E-05	0.002462559	0.000309261	0.9039366	0.95186985	0.9272842	2.51E-06	0.5
1061	0.015996088	0.293577978	0.533333333	0.202531646	0.168224295	0.310344828	0.115384615	0.273684206	0.448275862	0.196969697	0.003987615	0.075447577	0.017345199	9.96E-09	5.78E-05	7.59E-07	6.96E-07	0.000212113	1.22E-05	0.89642054	0.8428331	0.8688013	4.25E-11	0.5
1062	0	0.315789469	0.486486486	0.233766234	0.142857138	0.222222222	0.105263158	0.242424238	0.363636364	0.181818182	0.018740159	0.134338647	0.05030552	1.13E-07	0.000448758	7.12E-06	2.70E-06	0.001105827	5.47E-05	0.89043516	0.84607077	0.8676863	6.66E-10	0.5
1063	0	0.19444444	0.233333333	0.166666667	0	0	0	0.181818177	0.206896552	0.162162162	0.003044761	0.045689611	0.011910697	1.56E-08	3.92E-05	7.84E-07	5.16E-07	0.000121736	7.96E-06	0.860858	0.8577632	0.85930777	3.94E-11	1
1064	0.014998189	0.214285709	0.1875	0.25	0.072727268	0.063492063	0.085106383	0.235294113	0.222222222	0.25	0.009733747	0.081445975	0.028166739	5.47E-08	0.000192303	3.24E-06	1.04E-06	0.000472499	2.22E-05	0.8414701	0.8720269	0.85647607	9.78E-10	0.5
1065	0.006924407	0.557377044	0.507462687	0.618181818	0.383333328	0.348484848	0.425925926	0.594059401	0.526315789	0.681818182	0.039109952	0.135565022	0.072814432	8.10E-06	0.001424839	0.000107528	5.94E-05	0.003047493	0.000427406	0.90083396	0.90298736	0.9019094	3.49E-08	1
1066	0.0147533	0.201834858	0.174603175	0.239130435	0.018691584	0.016129032	0.022222222	0.215053758	0.196078431	0.238095238	0.008572963	0.087229159	0.027346164	5.13E-08	0.000202472	3.22E-06	7.73E-07	0.000239287	1.36E-05	0.8305817	0.86860585	0.84916836	8.23E-10	0.5
1067	0.011225952	0.299999995	0.409090909	0.236842105	0.169491521	0.23255814	0.133333333	0.309523806	0.565217391	0.213114754	0.00634599	0.088143456	0.023686832	1.25E-07	0.000317874	6.30E-06	3.08E-06	0.0006847	4.59E-05	0.873864	0.84745586	0.86045736	2.61E-09	0.5
1068	0.02367629	0.355140182	0.327586207	0.387755102	0.228571424	0.210526316	0.25	0.337662333	0.351351351	0.325	0.017711761	0.10159332	0.042419315	3.53E-07	0.000143479	7.13E-06	3.16E-06	0.000549879	4.18E-05	0.8846077	0.8695665	0.87702256	1.38E-10	0
1069	0.021907515	0.156028364	0.229166667	0.11827957	0.057553952	0.085106383	0.043478261	0.142857138	0.189189189	0.114754098	0.003875581	0.082180186	0.017846454	3.12E-08	0.000197256	2.48E-06	3.50E-07	0.000103384	6.02E-06	0.8155012	0.8177152	0.81660676	2.24E-10	0
1070	0.01304883	0.196969692	0.180555556	0.216666667	0.01538461	0.014084507	0.016949153	0.206896547	0.1875	0.230769231	0.006780507	0.071103374	0.021957162	3.00E-08	0.000186087	2.36E-06	2.29E-07	0.000209646	6.97E-06	0.84340924	0.8433289	0.84336907	4.83E-10	0.5
1071	0.016969987	0.179775276	0.148148148	0.228571429	0.022988501	0.018867925	0.029411765	0.121951215	0.104166667	0.147058824	0.003593339	0.044016608	0.012632043	9.35E-09	4.72E-05	6.64E-07	2.39E-07	0.000116168	5.26E-06	0.82171226	0.85023016	0.83572793	6.71E-11	0.5
1072	0.010356683	0.464285709	0.423913043	0.513157895	0.3253012	0.296703297	0.36	0.411764701	0.388888889	0.4375	0.020893461	0.143100254	0.054679641	1.20E-06	0.000770939	3.05E-05	3.90E-06	0.001334598	7.22E-05	0.8939112	0.8957463	0.89482784	1.77E-09	0
1073	0	0.290076331	0.351851852	0.246753247	0.077519375	0.094339623	0.065789474	0.2051282	0.235294118	0.181818182	0.009409193	0.104896938	0.031423557	4.91E-08	0.000198029	3.12E-06	3.54E-06	0.000753643	5.17E-05	0.8748311	0.8520338	0.86328197	6.48E-10	0.5
1074	0	0.121951215	0.172413793	0.094339623	0	0	0	0.137931031	0.363636364	0.085106383	0.000740683	0.024262041	0.004240805	1.91E-09	2.13E-05	2.02E-07	9.72E-08	5.97E-05	2.41E-06	0.84875154	0.8160529	0.83208114	4.67E-11	-0.5
1075	0.005630056	0.56944444	0.482352941	0.694915254	0.408450699	0.345238095	0.5	0.673469383	0.66	0.6875	0.069231469	0.138782517	0.098280176	1.14E-05	0.001453171	0.000128789	2.99E-05	0.001539909	0.000214889	0.8850306	0.90739167	0.8960717	1.19E-08	-0.5
1076	0.010694451	0.385964907	0.458333333	0.333333333	0.249999995	0.29787234	0.215384615	0.422222217	0.475	0.38	0.010658114	0.09244037	0.031388522	3.08E-07	0.000490853	1.23E-05	4.58E-06	0.000634067	5.39E-05	0.8764688	0.87131953	0.8738866	3.85E-09	1
1077	0.015513195	0.353982296	0.322580645	0.392156863	0.072072067	0.06557377	0.08	0.297872335	0.274509804	0.325581395	0.004811602	0.06139277	0.017187132	6.21E-08	0.000168898	3.24E-06	7.19E-07	0.000207615	1.23E-05	0.8301278	0.8709885	0.8500674	2.51E-10	0.5
1078	0	0.5479452	0.555555556	0.540540541	0.366197178	0.371428571	0.361111111	0.54545454	0.5625	0.529411765	0.045601374	0.111073178	0.071169434	3.48E-06	0.000573604	4.47E-05	9.13E-06	0.000985007	9.51E-05	0.8961427	0.906569	0.90132576	1.37E-08	0.5
1079	0.013436925	0.222222218	0.15942029	0.366666667	0.061855666	0.044117647	0.103448276	0.222222218	0.169811321	0.321428571	0.005080223	0.090774998	0.021591035	1.04E-07	0.00040989	6.52E-06	1.68E-06	0.000604386	3.19E-05	0.8304012	0.87212497	0.8507518	5.60E-10	0
1080	0	0.309523805	0.40625	0.25	0.024390239	0.032258065	0.019607843	0.299999996	0.5	0.214285714	0.004752836	0.07637179	0.0190521	3.56E-08	0.00011343	2.01E-06	4.32E-07	0.000161629	8.36E-06	0.8747575	0.831601	0.85263354	1.24E-10	-0.5
1081	0.017321886	0.499999995	0.49382716	0.506329114	0.240506324	0.2375	0.243589744	0.531249995	0.566666667	0.5	0.027239538	0.069479652	0.044078453	2.43E-06	0.000280241	2.65E-05	1.26E-05	0.000423735	7.45E-05	0.8852312	0.89831585	0.89172554	8.06E-08	-0.5
1082	0	0.235294113	0.196078431	0.294117647	0.144578308	0.12	0.181818182	0.266666662	0.258064516	0.275862069	0.006710808	0.050967346	0.018744775	1.55E-08	2.15E-05	5.78E-07	2.17E-07	3.65E-05	2.84E-06	0.8730599	0.85718817	0.86505127	6.53E-10	0
1083	0.00725814	0.23602484	0.292307692	0.197916667	0.012578612	0.015625	0.010526316	0.227272722	0.25862069	0.202702703	0.007236791	0.12178834	0.02968766	3.14E-08	0.000520857	4.05E-06	8.21E-07	0.000598367	2.22E-05	0.8489994	0.8529049	0.8509476	1.53E-09	0
1084	0.012336223	0.291666662	0.28	0.304347826	0.084507037	0.081081081	0.088235294	0.232142852	0.220338983	0.245283019	0.010265881	0.11484787	0.034372165	1.94E-07	0.000739221	1.20E-05	6.09E-07	0.000328477	1.42E-05	0.8750701	0.88802326	0.8814991	1.13E-09	0
1085	0.005178341	0.363636359	0.307692308	0.444444444	0.092105258	0.077777778	0.112903226	0.349999995	0.308823529	0.403846154	0.010952675	0.087425829	0.030944251	1.78E-07	0.000346604	7.86E-06	2.39E-06	0.000217599	2.30E-05	0.8587819	0.87544686	0.86703426	1.85E-09	0
1086	0	0.326923073	0.5	0.242857143	0.137254898	0.212121212	0.101449275	0.385542164	0.533333333	0.301886792	0.022071839	0.089568428	0.044534103	3.57E-07	0.000337356	1.11E-05	1.38E-06	0.000483325	2.61E-05	0.8984613	0.8608252	0.87924063	7.09E-10	0.5
